imo,name_of_ship_ref,ship_type_ref,ship_type_group,dwt,tpc
9181493,SANTORINI,General Cargo Ship,"General Cargo 20,000-29,999dwt",24175,36.4
9181508,FOURTHMAN 1,Bulk Carrier,Bulk Carrier-Large Handy,28527,39.3
9181510,GSP VEGA,Anchor Handling Tug Supply,Anchor Handling Tug Supply,5292,0
9181558,LEO LEADER,Vehicles Carrier,"PCC/PCTC => 4,000 cars",22733,54.4
9181560,PAVO LEADER,Vehicles Carrier,"PCC/PCTC => 4,000 cars",22747,54.4
9181649,AZURE VOYAGER,Crude Oil Tanker,Tanker-VLCC,299325,170
9181651,MSC INGRID,Container Ship (Fully Cellular),Containership-Panamax,67678,85
9181663,MSC MATILDE V,Container Ship (Fully Cellular),Containership-Panamax,70753,85
9181675,MSC SARAH V,Container Ship (Fully Cellular),Containership-Panamax,70951,85
9181728,FORTUNE EXPRESS,Bulk Carrier,Bulk Carrier-Large Handy,30109,41.3
9181730,CTP FORTUNE,Container Ship (Fully Cellular),Containership-Regional Feeder,16567,37.3
9181742,CTP MAKASSAR,Container Ship (Fully Cellular),Containership-Regional Feeder,16563,37.3
9181778,DIVINE AUTHORITY,Anchor Handling Tug Supply,Anchor Handling Tug Supply,1274,0
9181807,H&O ONE,General Cargo Ship,"General Cargo 5,000-9,999 dwt",8555,0
9181819,PUMA 7,General Cargo Ship,"General Cargo 5,000-9,999 dwt",8560,0
9181821,JACUAR,General Cargo Ship,"General Cargo 5,000-9,999 dwt",8556,0
9181845,DK SUNRISE,General Cargo Ship,"General Cargo 5,000-9,999 dwt",8523,0
9181857,ASTRA 1,Crude/Oil Products Tanker,Tanker-LR1,74025,74.1
9181869,SANMAR SRUTHI,Crude/Oil Products Tanker,Tanker-LR1,73980,74.1
9181871,RM 10,Chemical/Products Tanker,"Tanker-<=4,999dwt",4718,13.2
9181883,PEGADEN/PERTAMINA 1024,Crude/Oil Products Tanker,Tanker-Handy,17781,37.5
9181900,GAS HOUSTON,LPG Tanker,LPG-Small Gas Carrier,4999,15
9181986,DOCTOR O,General Cargo Ship,"General Cargo 10,000-14,999dwt",10378,17.1
9181998,LORD H,General Cargo Ship,"General Cargo 5,000-9,999 dwt",8934,17.1
9182019,STAR BLESSING,Container Ship (Fully Cellular),Containership-Regional Feeder,23752,39.7
9182021,LUCKY BLESSING,Container Ship (Fully Cellular),Containership-Regional Feeder,24116,39.7
9182033,KOTA AZAM,Container Ship (Fully Cellular),Containership-Regional Feeder,23825,39.7
9182057,SAPFIR,Platform Supply Ship,Platform Supply Ship,3248,0
9182095,ALFA-007,Chemical/Products Tanker,"Tanker-5,000-7,499dwt",6555,15
9182162,LUCKY WEALTH,Bulk Carrier,Bulk Carrier-Handymax,45769,49.8
9182186,HUA JIANG 801,Bulk Carrier,Bulk Carrier-Pmax/Kamsarmax,74001,66
9182203,SKANDI PATAGONIA,Offshore Support Vessel,Offshore Support Vessel,3722,0
9182215,OCEAN SURVEYOR,Platform Supply Ship,Platform Supply Ship,1336,0
9182277,CASSIOPEIA LEADER,Vehicles Carrier,"PCC/PCTC => 4,000 cars",21547,54.6
9182289,ORION LEADER,Vehicles Carrier,"PCC/PCTC => 4,000 cars",21526,54.6
9182291,LUMEN,Crude Oil Tanker,Tanker-VLCC,298552,180.8
9182306,LOYALTY,Crude Oil Tanker,Tanker-VLCC,298677,181
9182318,SA CRYSTAL,"FSO, Oil","FSO, Oil",298570,181
9182344,FELICITY,Platform Supply Ship,Platform Supply Ship,4679,13.6
9182356,COMET ACE,Vehicles Carrier,"PCC/PCTC 3,000-3,999 cars",14283,45.3
9182368,ASTRAL ACE,Vehicles Carrier,"PCC/PCTC 3,000-3,999 cars",14353,45.3
9182411,MN TALOS,General Cargo Ship,"General Cargo 5,000-9,999 dwt",6502,0
9182459,PAIJIMA 2,Passenger Ship,Passenger Ship,2823,0
9182461,DEEPLAKE,Bulk Carrier,Bulk Carrier-Handymax,46223,50.7
9182473,FANTASIA,Bulk Carrier,Bulk Carrier-Handymax,46223,50.7
9182485,PESTANA,Bulk Carrier,Bulk Carrier-Handymax,46223,50.7
9182497,GARLAND,Bulk Carrier,Bulk Carrier-Handymax,46223,50.7
9182552,OCEAN DIAMOND 1,General Cargo Ship,"General Cargo 5,000-9,999 dwt",6250,0
9182631,PSA SUSTAINABILITY,Container Ship (Fully Cellular),Containership-Regional Feeder,25414,43.7
9182681,TS HAPPY,General Cargo Ship,"General Cargo 5,000-9,999 dwt",5464,0
9182710,GINGO,Bulk Carrier,Bulk Carrier-Capesize,169159,118
9182796,OCEAN AGLAIA,Chemical/Products Tanker,Tanker-Handy,18736,28.9
9182825,BUMI INDONESIA,Products Tanker,"Tanker-5,000-7,499dwt",6935,0
9182849,JAYNE I,Products Tanker,"Tanker-5,000-7,499dwt",6935,0
9182899,SUBSEA VIKING,Offshore Support Vessel,Offshore Support Vessel,6350,0
9182928,ARMADA STERLING II,"FPSO, Oil","FPSO, Oil",97306,0
9182954,STAR ISTIND,General Cargo Ship (Open Hatch),"General Cargo =>30,000dwt",46428,48.4
9182966,STAR ISMENE,General Cargo Ship (Open Hatch),"General Cargo =>30,000dwt",46428,48.4
9182978,STAR ISFJORD,General Cargo Ship (Open Hatch),"General Cargo =>30,000dwt",45740,48.4
9183001,SEABULK GALAXIE,Platform Supply Ship,Platform Supply Ship,1637,0
9183037,KURILSKOYE OZERO,Refrigerated Cargo Ship,"Reefer-<=1,999dwt",891,0
9183221,XIN WU ZHOU 1,Bulk Carrier,Bulk Carrier-Pmax/Kamsarmax,75668,66.7
9183245,GLOBAL PRODUCER III,"FPSO, Oil","FPSO, Oil",85943,0
9183269,HYUNDAI OCEANPIA,LNG Tanker,LNG-Conventional Gas Carrier,77512,112.9
9183295,NEON,Crude Oil Tanker,Tanker-Aframax,103967,91.9
9183362,GOLDEN SUNRISE,Crude Oil Tanker,Tanker-VLCC,281050,170
9183374,FELI,"FSO, Oil","FSO, Oil",298023,170.1
9183465,CEMBAY,Cement Carrier,Cement Carrier,4216,11
9183477,GREAT SAILOR,Chemical/Products Tanker,Tanker-Handy,15471,24.9
9183489,ECE S,General Cargo Ship,"General Cargo 5,000-9,999 dwt",5774,0
9183518,BLUE DREAM STAR,Passenger/Cruise,"Cruise-10,000-49,999gt",2556,0
9183532,TERRA NOVA FPSO,"FPSO, Oil","FPSO, Oil",120000,0
9183544,ANGGRAINI EXCELLENT,Products Tanker,"Tanker-<=4,999dwt",3572,0
9183568,GAS CATALINA,LPG Tanker,LPG-Small Gas Carrier,7876,18.3
9183570,MARIANNA 28,LPG Tanker,LPG-Small Gas Carrier,7878,17.5
9183582,ALBAYRAK TS,Crude/Oil Products Tanker,Tanker-MR2,46217,50.7
9183611,FORTUNE GLOBE,Products Tanker,Tanker-MR2,46144,50.7
9183635,RAGNAR,Products Tanker,Tanker-MR2,46162,50.7
9183776,ALGOMA VERITY,"Bulk Carrier, Self-discharging",Bulk Carrier-Supra/Ultramax,50259,54.2
9183788,MISTRAL,Ro-Ro Cargo Ship,"Ro-ro cargo 1,500-1,999 LM",7438,25
9183790,LAKEWAY EXPRESS,Ro-Ro Cargo Ship,"Ro-ro cargo 1,500-1,999 LM",7440,25
9183817,BUKHTA NAGAEVA,Chemical/Products Tanker,Tanker-Handy,21822,38
9183829,BUKHTA GERTNERA,Chemical/Products Tanker,Tanker-Handy,21852,38.9
9183831,NP DUDINKA,Products Tanker,Tanker-Handy,21869,38.9
9183843,YORIK,Chemical/Products Tanker,Tanker-Handy,21871,38
9183855,EUROPA,Passenger/Cruise,"Cruise-10,000-49,999gt",2557,0
9183934,FELICITY,Crude Oil Tanker,Tanker-VLCC,299990,170
9183946,SABRINA,Products Tanker,"Tanker-<=4,999dwt",2500,0
9183984,CELANDINE,Ro-Ro Cargo Ship,"Ro-ro cargo 2,000-2,999 LM",9415,34.7
9184029,VICTORINE,Ro-Ro Cargo Ship,"Ro-ro cargo 2,000-2,999 LM",9755,34.7
9184031,ULTRA ENERGY,Products Tanker,"Tanker-5,000-7,499dwt",6688,15.1
9184067,CELESTE,Platform Supply Ship,Platform Supply Ship,868,0
9184079,RANA MILLER,Platform Supply Ship,Platform Supply Ship,540,0
9184081,HILTON JOSEPH,Platform Supply Ship,Platform Supply Ship,489,0
9184093,EL EXPERT,Platform Supply Ship,Platform Supply Ship,880,0
9184108,DTA DEAN ANDREW,Platform Supply Ship,Platform Supply Ship,489,0
9184110,SEA HORSE II,Platform Supply Ship,Platform Supply Ship,540,0
9184122,MAX CHERAMIE,Platform Supply Ship,Platform Supply Ship,540,0
9184134,GOL MOVER,Platform Supply Ship,Platform Supply Ship,868,0
9184146,GAS SAMBAS,LPG Tanker,LPG-Small Gas Carrier,2645,0
9184225,OLOMANA,General Cargo Ship,"General Cargo 5,000-9,999 dwt",8252,0
9184237,IMUA,General Cargo Ship,"General Cargo 5,000-9,999 dwt",8379,0
9184249,LILOA II,General Cargo Ship,"General Cargo 5,000-9,999 dwt",8378,0
9184304,TIAN SHENG 27,Bulk Carrier,Bulk Carrier-Pmax/Kamsarmax,80230,75.1
9184316,AN DA HAI,Bulk Carrier,Bulk Carrier-Pmax/Kamsarmax,80226,75.1
9184524,ADMIRAL PRIDE,Platform Supply Ship,Platform Supply Ship,1684,0
9184536,FRIO CHIKUMA,Refrigerated Cargo Ship,"Reefer-=>8,000dwt",8097,17.5
9184548,ARGOS REEFER,Refrigerated Cargo Ship,"Reefer-=>8,000dwt",8077,17.5
9184550,WCS JOYCE,General Cargo Ship,"General Cargo 10,000-14,999dwt",10358,25.1
9184653,VEERSEBORG,General Cargo Ship,"General Cargo 5,000-9,999 dwt",8736,18.3
9184677,LOTUS CARIB,Products Tanker,"Tanker-<=4,999dwt",3171,0
9184823,KAATA,General Cargo Ship,"General Cargo 5,000-9,999 dwt",5049,11.5
9184835,BAO HANG TUO ZHAN,Bulk Carrier,Bulk Carrier-Pmax/Kamsarmax,74047,66.1
9184847,AZAYEZ,Bulk Carrier,Bulk Carrier-Pmax/Kamsarmax,74063,66.1
9184859,TREASURE,Vehicles Carrier,"PCC/PCTC => 4,000 cars",21199,53
9184902,CONDOR EXPRESS,Wood Chips Carrier,Bulk Carrier-Supra/Ultramax,50029,58.1
9184938,PORTLAND IV,Bulk Carrier,Bulk Carrier-Pmax/Kamsarmax,72083,65
9184940,GRAND RACE,Vehicles Carrier,"PCC/PCTC => 4,000 cars",16689,45.5
9184976,ARCTICABORG,Offshore Tug/Supply Ship,Offshore Tug/Supply Ship,675,0
9184988,GEORGIY SEDOV,Offshore Tug/Supply Ship,Offshore Tug/Supply Ship,678,0
9185047,UNITED SPIRIT,Vehicles Carrier,"PCC/PCTC 3,000-3,999 cars",14067,41
9185059,GUO DIAN 32,Bulk Carrier,Bulk Carrier-Handymax,48512,53.5
9185073,SIAN,Bulk Carrier,Bulk Carrier-Pmax/Kamsarmax,75592,66.6
9185281,DOLE CHILE,Container Ship (Fully Cellular),Containership-Feedermax,30145,58.3
9185334,PACIFIC MAGNOLIA,Refrigerated Cargo Ship,"Reefer-=>8,000dwt",8057,0
9185346,SIFRA,LPG Tanker,LPG-Small Gas Carrier,6148,15.1
9185413,XIN BIN ZHOU,Container Ship (Fully Cellular),Containership-Feedermax,39128,59.2
9185451,HOEGH YOKOHAMA,Vehicles Carrier,"PCC/PCTC => 4,000 cars",16919,51.2
9185463,HOEGH OSAKA,Vehicles Carrier,"PCC/PCTC => 4,000 cars",16886,51.2
9185475,HOKUYO MARU,Limestone Carrier,Limestone Carrier,10750,0
9185487,JUPITER,Chemical/Products Tanker,Tanker-MR2,48330,51.4
9185499,RATTA,Chemical/Products Tanker,Tanker-MR2,48309,51.4
9185528,GELOR,Crude Oil Tanker,Tanker-Suezmax,159959,117.5
9185530,SANAR,Crude Oil Tanker,Tanker-Suezmax,159901,117.8
9185578,AL SUMUO AL SAUDI,Products Tanker,"Tanker-<=4,999dwt",4891,13.4
9185750,DONG JIANG HE,Bulk Carrier,Bulk Carrier-Pmax/Kamsarmax,72443,67
9185762,NENG YUAN,Bulk Carrier,Bulk Carrier-Pmax/Kamsarmax,77561,75.4
9185786,ZHONG ZHE 6,Bulk Carrier,Bulk Carrier-Pmax/Kamsarmax,74502,67
9185798,MARINE FORTUNE I,Bulk Carrier,Bulk Carrier-Pmax/Kamsarmax,72400,66.9
9185803,TAISETSU MARU,Limestone Carrier,Limestone Carrier,20150,0
9185815,NIHAT-M,Bulk Carrier,Bulk Carrier-Large Handy,32942,43.8
9185827,NGOL CHILOANGO,LPG Tanker,LPG-Small Gas Carrier,3318,12.3
9185839,HAYA QUEEN,General Cargo Ship,"General Cargo 5,000-9,999 dwt",8924,17.1
9185841,GOLDEN SAPLING,Chemical/Products Tanker,Tanker-Handy,19455,30
9185877,AU TAURUS,Chemical/Products Tanker,Tanker-Handy,19441,30
9185920,SKAI,Chemical/Products Tanker,Tanker-Handy,19997,30.1
9185932,BEAR,Anchor Handling Tug Supply,Anchor Handling Tug Supply,2854,0
9185944,DE JIA,Anchor Handling Tug Supply,Anchor Handling Tug Supply,2870,0
9186077,COASTAL LIBERTY,Offshore Tug/Supply Ship,Offshore Tug/Supply Ship,233,0
9186144,SEA MEADOW 22,Platform Supply Ship,Platform Supply Ship,4593,0
9186168,JOTUN FPSO,"FPSO, Oil","FPSO, Oil",92000,0
9186170,EMERALD UNITY,Chemical/Products Tanker,"Tanker-<=4,999dwt",2772,8.6
9186182,NORSKY,Ro-Ro Cargo Ship,"Ro-ro cargo 2,000-2,999 LM",11564,38
9186194,NORSTREAM,Ro-Ro Cargo Ship,"Ro-ro cargo 2,000-2,999 LM",11585,38
9186209,IKEBANA,General Cargo Ship (Open Hatch),"General Cargo =>30,000dwt",45038,55
9186211,INDIANA,General Cargo Ship (Open Hatch),"General Cargo =>30,000dwt",44982,55
9186223,SAGA INVENTANA,General Cargo Ship (Open Hatch),"General Cargo =>30,000dwt",44982,55
9186235,ISOLDANA,General Cargo Ship (Open Hatch),"General Cargo =>30,000dwt",44691,55
9186273,GOLDEN TIDE,Chemical/Products Tanker,"Tanker-<=4,999dwt",4998,12.9
9186302,HOEGH TROVE,Vehicles Carrier,"PCC/PCTC => 4,000 cars",21200,53.5
9186326,BLACK MARLIN,"Heavy Load Carrier, semi submersible","Heavy Load Carrier, semi submersible",57021,0
9186338,BLUE MARLIN,"Heavy Load Carrier, semi submersible","Heavy Load Carrier, semi submersible",76061,0
9186352,LATANA,Chemical/Products Tanker,Tanker-Handy,15990,27
9186390,QUEENSLAND,Livestock Carrier,Livestock Carrier,5194,0
9186417,FRIEDRICH RUSS,Ro-Ro Cargo Ship,"Ro-ro cargo 1,500-1,999 LM",7291,25
9186429,ELISABETH RUSS,Ro-Ro Cargo Ship,"Ro-ro cargo 1,500-1,999 LM",7296,25
9186455,VEGA,Products Tanker,"Tanker-<=4,999dwt",3896,13
9186467,101 HYODONG CHEMI,Chemical/Products Tanker,"Tanker-<=4,999dwt",3566,10.7
9186479,HAJE NAFELA,Bulk Carrier,Bulk Carrier-Large Handy,28674,40.8
9186481,ANNIS,Bulk Carrier,Bulk Carrier-Large Handy,28671,40.8
9186584,K. FREESIA,LNG Tanker,LNG-Conventional Gas Carrier,76022,99.7
9186625,HASH,Crude/Oil Products Tanker,Tanker-MR2,47221,50
9186637,SAN JORGE,Ro-Ro Cargo Ship,"Ro-ro cargo 1,500-1,999 LM",5700,26.5
9186649,BLUE CARRIER 1,Ro-Ro Cargo Ship,"Ro-ro cargo 1,500-1,999 LM",4650,26.5
9186687,WESER STAHL,"Bulk Carrier, Self-discharging",Bulk Carrier-Handymax,47257,60
9186704,ADELINE,Chemical/Products Tanker,Tanker-Handy,13190,27.2
9186716,MENG LEI,Chemical/Products Tanker,Tanker-Handy,13300,27.2
9186728,AL AMAL AL SAUDI,Products Tanker,Tanker-Handy,12999,24.2
9186730,LADY GENESIS,Chemical/Products Tanker,Tanker-Handy,13050,24.2
9186754,MERATUS SORONG,General Cargo Ship,"General Cargo 20,000-29,999dwt",20501,32.2
9186778,SRIKANDI INDONESIA 19,Bulk Carrier,Bulk Carrier-Handymax,48221,51.8
9186780,TEAL ARROW,General Cargo Ship (Open Hatch),"General Cargo =>30,000dwt",36466,44.8
9186912,AU GEMINI,Chemical/Products Tanker,"Tanker-<=4,999dwt",4718,13.2
9186936,SHIN IZU,Refrigerated Cargo Ship,"Reefer-2,000-4,999dwt",2920,0
9186948,SUN GAS,LPG Tanker,LPG-Small Gas Carrier,3318,11.4
9186950,STRAITS CHALLENGER,Vehicles Carrier,"PCC/PCTC => 4,000 cars",17297,51.2
9186962,PRIMAVERA II,Bulk Carrier,Bulk Carrier-Handymax,45547,49.8
9186998,HAO XIN,Bulk Carrier,"Bulk Carrier-<=4,999dwt",2672,0
9187033,ADEN FORT,General Cargo Ship,"General Cargo 15,000-19,999dwt",17539,27.9
9187045,OLEG TAVOLZHANSKIY,General Cargo Ship,"General Cargo 15,000-19,999dwt",17556,27.9
9187136,PEAK SAUDA,General Cargo Ship,"General Cargo 5,000-9,999 dwt",5052,11.1
9187215,TOGO VENTURE,Platform Supply Ship,Platform Supply Ship,2108,0
9187227,MERU,Crude Oil Tanker,Tanker-Suezmax,159999,118.3
9187318,L'AUDACE,Ro-Ro Cargo Ship,"Ro-ro cargo 1,500-1,999 LM",4567,0
9187320,NZ NINGBO,Container Ship (Fully Cellular),Containership-Feedermax,29277,54.2
9187344,ATHENA,Container Ship (Fully Cellular),Containership-Feedermax,29266,54.2
9187356,TRIPUTRA,LNG Tanker,LNG-Small Gas Carrier,12493,34.4
9187368,HONESTAR,Bulk Carrier,Bulk Carrier-Handymax,48913,54.4
9187370,BAO LI,Bulk Carrier,Bulk Carrier-Handymax,48913,54.5
9187382,JIU LONG JIANG,Bulk Carrier,Bulk Carrier-Handymax,48913,54.5
9187394,STENSTRAUM,Chemical/Products Tanker,Tanker-Handy,13677,25.2
9187409,KIVALLIQ W.,Chemical/Products Tanker,Tanker-Handy,13670,25.2
9187423,HE BIN,Container Ship (Fully Cellular),Containership-Small Feeder,11386,25.2
9187447,NEW BORN 26,Bulk Carrier,Bulk Carrier-Pmax/Kamsarmax,72495,66.6
9187485,HE YUAN 1,Container Ship (Fully Cellular),Containership-Small Feeder,11386,25.2
9187526,BOKA POLARIS,Diving Support Vessel,Diving Support Vessel,5768,0
9187538,AKRA 103,Chemical/Products Tanker,Tanker-Handy,16631,25.2
9187588,DING SHIN NO. 98,Products Tanker,"Tanker-7,500-9,999dwt",9123,17.8
9187605,SAIPEM 10000,Drilling Ship,Drilling Ship,61118,0
9187629,ARTAVIL,Crude Oil Tanker,Tanker-Aframax,99144,95
9187631,APAMA,Crude Oil Tanker,Tanker-Aframax,99087,94.5
9187643,ARNICA,Crude Oil Tanker,Tanker-Aframax,99148,94.6
9187655,ARK III,Crude Oil Tanker,Tanker-Aframax,99030,94.5
9187667,ARGO I,Crude Oil Tanker,Tanker-Aframax,99094,94.5
9187693,KAPETAN MICHALIS,Chemical/Products Tanker,"Tanker-<=4,999dwt",2609,9.9
9187708,HONGSHENG,Bulk Carrier,Bulk Carrier-Pmax/Kamsarmax,73726,65.4
9187722,HWA LAND,Bulk Carrier,Bulk Carrier-Pmax/Kamsarmax,73700,65.4
9187734,DA TANG 02,Bulk Carrier,Bulk Carrier-Pmax/Kamsarmax,73660,65.4
9187760,BURSA,Crude Oil Tanker,Tanker-Aframax,108468,89.2
9187796,MARGARITAVILLE AT SEA ISLANDER,Passenger/Cruise,"Cruise-50,000-99,999gt",8600,0
9187801,BANGPAKAEW,General Cargo Ship,"General Cargo 5,000-9,999 dwt",7430,0
9187837,MONA,LPG Tanker,LPG-Small Gas Carrier,4175,12.3
9187863,GFS JADE,Container Ship (Fully Cellular),Containership-Feedermax,33917,50
9187875,GFS JUNO,Container Ship (Fully Cellular),Containership-Feedermax,34026,49.9
9187887,AZAMARA ONWARD,Passenger/Cruise,"Cruise-10,000-49,999gt",3010,0
9187899,SIRENA,Passenger/Cruise,"Cruise-10,000-49,999gt",2700,0
9187904,CT BRIGHT,Chemical/Products Tanker,Tanker-Handy,22171,32.9
9187916,KRISTIINA,General Cargo Ship,"General Cargo 5,000-9,999 dwt",7232,0
9187928,KRISTELLA,General Cargo Ship,"General Cargo 5,000-9,999 dwt",7120,0
9187942,ATLANTIC RAVEN,Anchor Handling Tug Supply,Anchor Handling Tug Supply,2865,0
9187954,MADENLI Y,Bulk Carrier,Bulk Carrier-Large Handy,28599,48
9188037,BOLETTE,Passenger/Cruise,"Cruise-50,000-99,999gt",7327,0
9188128,SEA MEADOW 02,Platform Supply Ship,Platform Supply Ship,4640,73.7
9188130,BRAM NATAL,Well Stimulation Vessel,Well Stimulation Vessel,3430,73.7
9188154,EVER UTILE,Container Ship (Fully Cellular),Containership-Post-Panamax,63216,100
9188219,MSC MASHA 3,Container Ship (Fully Cellular),Containership-Feedermax,30029,45.4
9188221,SOMERSET,Ro-Ro Cargo Ship,"Ro-ro cargo 2,000-2,999 LM",12502,38.6
9188233,BELGIA SEAWAYS,Ro-Ro Cargo Ship,"Ro-ro cargo 2,000-2,999 LM",12457,38.6
9188245,MAXINE,Ro-Ro Cargo Ship,"Ro-ro cargo 2,000-2,999 LM",12502,38.6
9188403,SAN JACINTO II,Platform Supply Ship,Platform Supply Ship,2200,0
9188415,AKRA 105,Chemical/Products Tanker,Tanker-Handy,16631,25.2
9188518,ATRIA,Container Ship (Fully Cellular),Containership-Small Feeder,13520,29.2
9188520,ZOEY SATU,Products Tanker,"Tanker-5,000-7,499dwt",5810,14.1
9188609,LAI ZHOU 66,Bulk Carrier,Bulk Carrier-Handymax,48893,54.4
9188611,BRAVE ROYAL,Bulk Carrier,Bulk Carrier-Handymax,48893,54.4
9188623,CHANG HANG,Bulk Carrier,Bulk Carrier-Handymax,49361,54.4
9188647,CARNIVAL SPIRIT,Passenger/Cruise,"Cruise-50,000-99,999gt",7200,0
9188752,BOSCO GILAN,General Cargo Ship,"General Cargo 5,000-9,999 dwt",6277,20
9188764,OBIEZE,Products Tanker,Tanker-MR1,35407,43.8
9188776,DAWN MANSAROVAR,Products Tanker,Tanker-MR1,35437,43.8
9188790,DA FENG GANG LI MING HAO,Vehicles Carrier,"PCC/PCTC 3,000-3,999 cars",10835,40.6
9188805,DA FENG GANG HE SHUN HAO,Vehicles Carrier,"PCC/PCTC 3,000-3,999 cars",10817,40.4
9188817,VIKING DRIVE,Vehicles Carrier,"PCC/PCTC 3,000-3,999 cars",10813,40.6
9188829,MODERN LINK,Vehicles Carrier,"PCC/PCTC 3,000-3,999 cars",10834,40.4
9188908,TARSUS-M,Bulk Carrier,Bulk Carrier-Handymax,41675,48.3
9188922,MAGPIE,General Cargo Ship,"General Cargo 10,000-14,999dwt",10335,0
9188934,MORESBY EXPRESS,General Cargo Ship,"General Cargo 5,000-9,999 dwt",9793,0
9188946,LADY DARYA,General Cargo Ship,"General Cargo 5,000-9,999 dwt",5647,11.5
9188958,KAMELIA,General Cargo Ship,"General Cargo 5,000-9,999 dwt",5049,11.5
9188984,PATRA TANKER 2,Products Tanker,"Tanker-<=4,999dwt",3502,0
9188996,PATRA TANKER 3,Products Tanker,"Tanker-<=4,999dwt",3502,0
9189017,GAS PETROL,LPG Tanker,LPG-Small Gas Carrier,3451,12.5
9189081,TIAN HAO 18,Bulk Carrier,Bulk Carrier-Pmax/Kamsarmax,72844,65.7
9189093,JIN NING 7,Bulk Carrier,Bulk Carrier-Pmax/Kamsarmax,72893,65.7
9189108,JIN NING 17,Bulk Carrier,Bulk Carrier-Pmax/Kamsarmax,72893,65.7
9189110,TELA,Crude/Oil Products Tanker,Tanker-LR1,73083,66.8
9189134,RED SEA II,Crude Oil Tanker,Tanker-Panamax,73072,66.2
9189146,KYLO,Crude Oil Tanker,Tanker-Suezmax,160573,118.9
9189213,TIAN HAO 17,Bulk Carrier,Bulk Carrier-Pmax/Kamsarmax,75615,66.6
9189251,MIGNON,Vehicles Carrier,"PCC/PCTC => 4,000 cars",28126,48.9
9189342,MSC TASMAN VI,Container Ship (Fully Cellular),Containership-Post-Panamax,67902,91.8
9189354,MSC MATERA VI,Container Ship (Fully Cellular),Containership-Post-Panamax,67515,91.8
9189366,MSC TAVVISHI VI,Container Ship (Fully Cellular),Containership-Post-Panamax,67717,91.8
9189419,CELEBRITY MILLENNIUM,Passenger/Cruise,"Cruise-50,000-99,999gt",11928,0
9189421,CELEBRITY INFINITY,Passenger/Cruise,"Cruise-50,000-99,999gt",11778,0
9189500,IAN H,Container Ship (Fully Cellular),Containership-Post-Panamax,67712,91.8
9189586,KUANG,Products Tanker,"Tanker-5,000-7,499dwt",6500,0
9189598,KLAWOTONG,Products Tanker,"Tanker-5,000-7,499dwt",6609,0
9189603,KRASAK,Products Tanker,"Tanker-5,000-7,499dwt",6640,0
9189665,H SEALION,General Cargo Ship (Open Hatch),"General Cargo =>30,000dwt",31857,41
9189677,ALANDA STAR,General Cargo Ship (Open Hatch),"General Cargo =>30,000dwt",31828,41
9189706,AYSHOP M,General Cargo Ship,"General Cargo 5,000-9,999 dwt",7192,0
9189718,AK PIONEER,General Cargo Ship,"General Cargo 5,000-9,999 dwt",7224,0
9189720,BAO WANG,General Cargo Ship,"General Cargo 5,000-9,999 dwt",7177,0
9189768,YIN HE DIAO YU DAO,Bulk Carrier,Bulk Carrier-Pmax/Kamsarmax,74356,67
9189770,MDL KAMRAN,Bulk Carrier,Bulk Carrier-Pmax/Kamsarmax,72493,66.9
9189782,SHUN HONG YU,Bulk Carrier,Bulk Carrier-Pmax/Kamsarmax,72561,67
9189847,SUMISE MARU No. 5,Cement Carrier,Cement Carrier,6100,0
9189859,GAS AURORA,LPG Tanker,LPG-Small Gas Carrier,3192,11.2
9189861,PERLITA,Bulk Carrier,Bulk Carrier-Pmax/Kamsarmax,75574,66.6
9189873,SALERNO,Refrigerated Cargo Ship,"Reefer-=>8,000dwt",10447,25.7
9189885,SHEN JU,Refrigerated Cargo Ship,"Reefer-=>8,000dwt",12473,25.7
9189897,ATLANTIC ACANTHUS,Refrigerated Cargo Ship,"Reefer-=>8,000dwt",11793,0
9189902,BALTIC HOLLYHOCK,Refrigerated Cargo Ship,"Reefer-=>8,000dwt",11788,0
9189926,VORTEX BULK,General Cargo Ship (Open Hatch),"General Cargo =>30,000dwt",50655,55.6
9189938,OCEANA SKY,General Cargo Ship (Open Hatch),"General Cargo =>30,000dwt",50655,55.6
9189940,EASTERN LOTUS,General Cargo Ship (Open Hatch),"General Cargo =>30,000dwt",50655,55.6
9189964,R M 9,Chemical/Products Tanker,"Tanker-<=4,999dwt",4065,11.2
9189976,GAS EVA,LPG Tanker,LPG-Small Gas Carrier,3157,12.1
9190004,JESSIE,Bulk Carrier,Bulk Carrier-Small Handy,24112,34.2
9190016,BAO YU,Bulk Carrier,Bulk Carrier-Small Handy,24115,34.2
9190028,AOKA MIZU,"FPSO, Oil","FPSO, Oil",104724,89.8
9190080,TJ ZARAR,General Cargo Ship,"General Cargo 15,000-19,999dwt",17451,29.4
9190107,MYS MANORSKIY,General Cargo Ship,"General Cargo 15,000-19,999dwt",17072,29.4
9190119,MSC ADA F,General Cargo Ship,"General Cargo 15,000-19,999dwt",17451,29.4
9190157,AUTOPRESTIGE,Ro-Ro Cargo Ship,Ro-ro cargo <=499 LM,4311,0
9190169,ENTERPRISE II,Ro-Ro Cargo Ship,Ro-ro cargo <=499 LM,640,0
9190195,MAZU,Chemical/Products Tanker,"Tanker-5,000-7,499dwt",6535,14.2
9190200,SELVIK ICE,Chemical/Products Tanker,"Tanker-5,000-7,499dwt",6535,14.2
