carrier_name,name_normalized,cert_date,reason,line_count,metric_ton_total,candidate_pool_size,fgis_record_id,ambiguous_vessel_keys,resolved_vessel_key,reviewer_note
NORD SUMMIT,NORDSUMMIT,2018-04-20,unmatched_outside_coverage,1,33921.0,0,UNMATCHED-NORDSUMMIT-20180420,,,
SEASTAR TROJAN,SEASTARTROJAN,2018-04-20,unmatched_outside_coverage,1,22930.0,0,UNMATCHED-SEASTARTROJAN-20180420,,,
TOMINI ABILITY,TOMINIABILITY,2018-04-20,unmatched_outside_coverage,2,47144.0,0,UNMATCHED-TOMINIABILITY-20180420,,,
TSL ROSEMARY,TSLROSEMARY,2018-04-20,unmatched_outside_coverage,1,30852.0,0,UNMATCHED-TSLROSEMARY-20180420,,,
UBC TARRAGONA,UBCTARRAGONA,2018-04-20,unmatched_outside_coverage,1,20200.0,0,UNMATCHED-UBCTARRAGONA-20180420,,,
BALSA 92,BALSA92,2018-04-21,unmatched_outside_coverage,1,6960.0,0,UNMATCHED-BALSA92-20180421,,,
JUMEIRAH BEACH,JUMEIRAHBEACH,2018-04-21,unmatched_outside_coverage,1,3600.0,0,UNMATCHED-JUMEIRAHBEACH-20180421,,,
PORTO LEONE,PORTOLEONE,2018-04-21,unmatched_outside_coverage,1,56701.0,0,UNMATCHED-PORTOLEONE-20180421,,,
AFRICAN GRIFFON,AFRICANGRIFFON,2018-04-22,unmatched_outside_coverage,1,56327.0,0,UNMATCHED-AFRICANGRIFFON-20180422,,,
ELIKON,ELIKON,2018-04-22,unmatched_outside_coverage,1,53070.0,0,UNMATCHED-ELIKON-20180422,,,
JUMEIRAH BEACH,JUMEIRAHBEACH,2018-04-22,unmatched_outside_coverage,1,11000.0,0,UNMATCHED-JUMEIRAHBEACH-20180422,,,
PAC ALNATH,PACALNATH,2018-04-22,unmatched_outside_coverage,1,25086.0,0,UNMATCHED-PACALNATH-20180422,,,
RR AUSTRALIA,RRAUSTRALIA,2018-04-22,unmatched_outside_coverage,1,64016.0,0,UNMATCHED-RRAUSTRALIA-20180422,,,
WARMIA,WARMIA,2018-04-22,unmatched_outside_coverage,1,24842.0,0,UNMATCHED-WARMIA-20180422,,,
XENIA,XENIA,2018-04-22,unmatched_outside_coverage,1,71499.0,0,UNMATCHED-XENIA-20180422,,,
FOUR BUTTERFLY,FOURBUTTERFLY,2018-04-23,unmatched_outside_coverage,1,32732.0,0,UNMATCHED-FOURBUTTERFLY-20180423,,,
N DISCOVERY,NDISCOVERY,2018-04-23,unmatched_outside_coverage,1,7777.0,0,UNMATCHED-NDISCOVERY-20180423,,,
OSLO BULK 9,OSLOBULK9,2018-04-23,unmatched_outside_coverage,2,6751.0,0,UNMATCHED-OSLOBULK9-20180423,,,
RED DAISY,REDDAISY,2018-04-23,unmatched_outside_coverage,1,49874.0,0,UNMATCHED-REDDAISY-20180423,,,
SOUTHEND,SOUTHEND,2018-04-23,unmatched_outside_coverage,1,3134.0,0,UNMATCHED-SOUTHEND-20180423,,,
VANESSA OLDENDORFF,VANESSAOLDENDORFF,2018-04-23,unmatched_outside_coverage,1,20259.0,0,UNMATCHED-VANESSAOLDENDORFF-20180423,,,
FUAT BEY,FUATBEY,2018-04-24,unmatched_outside_coverage,1,32599.0,0,UNMATCHED-FUATBEY-20180424,,,
N DISCOVERY,NDISCOVERY,2018-04-24,unmatched_outside_coverage,1,15960.0,0,UNMATCHED-NDISCOVERY-20180424,,,
OCEAN BEAUTY,OCEANBEAUTY,2018-04-24,unmatched_outside_coverage,1,32896.0,0,UNMATCHED-OCEANBEAUTY-20180424,,,
OCEAN GALAXY,OCEANGALAXY,2018-04-24,unmatched_outside_coverage,1,23247.0,0,UNMATCHED-OCEANGALAXY-20180424,,,
OCEAN OPAL,OCEANOPAL,2018-04-24,unmatched_outside_coverage,1,30000.0,0,UNMATCHED-OCEANOPAL-20180424,,,
SOUTHEND,SOUTHEND,2018-04-24,unmatched_outside_coverage,3,44686.0,0,UNMATCHED-SOUTHEND-20180424,,,
ATLANTIC PROGRESS,ATLANTICPROGRESS,2018-04-25,unmatched_outside_coverage,1,14164.0,0,UNMATCHED-ATLANTICPROGRESS-20180425,,,
INA,INA,2018-04-25,unmatched_outside_coverage,1,8550.0,0,UNMATCHED-INA-20180425,,,
MAGIC STRIKER,MAGICSTRIKER,2018-04-25,unmatched_outside_coverage,1,38668.0,0,UNMATCHED-MAGICSTRIKER-20180425,,,
ULTRA SASKATCHEWAN,ULTRASASKATCHEWAN,2018-04-25,unmatched_outside_coverage,1,56510.0,0,UNMATCHED-ULTRASASKATCHEWAN-20180425,,,
ZEN-NOH GRAIN PEGASUS,ZENNOHGRAINPEGASUS,2018-04-25,unmatched_outside_coverage,1,11703.0,0,UNMATCHED-ZENNOHGRAINPEGASUS-20180425,,,
HARVEST LEGEND,HARVESTLEGEND,2018-04-26,unmatched_outside_coverage,1,25297.0,0,UNMATCHED-HARVESTLEGEND-20180426,,,
OCEAN PRINCE,OCEANPRINCE,2018-04-26,unmatched_outside_coverage,3,49724.0,0,UNMATCHED-OCEANPRINCE-20180426,,,
ORIENT RISE,ORIENTRISE,2018-04-26,unmatched_outside_coverage,1,16500.0,0,UNMATCHED-ORIENTRISE-20180426,,,
TOMINI HARMONY,TOMINIHARMONY,2018-04-26,unmatched_outside_coverage,2,19710.0,0,UNMATCHED-TOMINIHARMONY-20180426,,,
ZEN-NOH GRAIN PEGASUS,ZENNOHGRAINPEGASUS,2018-04-26,unmatched_outside_coverage,2,35409.0,0,UNMATCHED-ZENNOHGRAINPEGASUS-20180426,,,
ATACAMA QUEEN,ATACAMAQUEEN,2018-04-27,unmatched_outside_coverage,1,5500.0,0,UNMATCHED-ATACAMAQUEEN-20180427,,,
FYLA,FYLA,2018-04-27,unmatched_outside_coverage,1,70492.0,0,UNMATCHED-FYLA-20180427,,,
LEVANTO,LEVANTO,2018-04-27,unmatched_outside_coverage,1,64644.0,0,UNMATCHED-LEVANTO-20180427,,,
ORIENT RISE,ORIENTRISE,2018-04-27,unmatched_outside_coverage,1,8248.0,0,UNMATCHED-ORIENTRISE-20180427,,,
SANTIAGO BASIN,SANTIAGOBASIN,2018-04-27,unmatched_outside_coverage,1,6618.0,0,UNMATCHED-SANTIAGOBASIN-20180427,,,
TOMINI HARMONY,TOMINIHARMONY,2018-04-27,unmatched_outside_coverage,2,27336.0,0,UNMATCHED-TOMINIHARMONY-20180427,,,
AMAZON,AMAZON,2018-04-28,unmatched_outside_coverage,1,13365.0,0,UNMATCHED-AMAZON-20180428,,,
ATACAMA QUEEN,ATACAMAQUEEN,2018-04-28,unmatched_outside_coverage,1,33000.0,0,UNMATCHED-ATACAMAQUEEN-20180428,,,
CARINA OCEAN,CARINAOCEAN,2018-04-28,unmatched_outside_coverage,1,7201.0,0,UNMATCHED-CARINAOCEAN-20180428,,,
FAIR OCEAN,FAIROCEAN,2018-04-28,unmatched_outside_coverage,1,18535.0,0,UNMATCHED-FAIROCEAN-20180428,,,
IRIS HALO,IRISHALO,2018-04-28,unmatched_outside_coverage,2,44591.0,0,UNMATCHED-IRISHALO-20180428,,,
LILA II,LILAII,2018-04-28,unmatched_outside_coverage,2,24742.0,0,UNMATCHED-LILAII-20180428,,,
ORIENT RISE,ORIENTRISE,2018-04-28,unmatched_outside_coverage,1,5500.0,0,UNMATCHED-ORIENTRISE-20180428,,,
SANTIAGO BASIN,SANTIAGOBASIN,2018-04-28,unmatched_outside_coverage,1,17291.0,0,UNMATCHED-SANTIAGOBASIN-20180428,,,
SBI REGGAE,SBIREGGAE,2018-04-28,unmatched_outside_coverage,1,62917.0,0,UNMATCHED-SBIREGGAE-20180428,,,
STAR ZETA,STARZETA,2018-04-28,unmatched_outside_coverage,3,22265.0,0,UNMATCHED-STARZETA-20180428,,,
VIRGO COLOSSUS,VIRGOCOLOSSUS,2018-04-28,unmatched_outside_coverage,1,54999.0,0,UNMATCHED-VIRGOCOLOSSUS-20180428,,,
CARINA OCEAN,CARINAOCEAN,2018-04-29,unmatched_outside_coverage,1,43572.0,0,UNMATCHED-CARINAOCEAN-20180429,,,
HARVEST TIME,HARVESTTIME,2018-04-29,unmatched_outside_coverage,1,85067.0,0,UNMATCHED-HARVESTTIME-20180429,,,
INTERLINK PARITY,INTERLINKPARITY,2018-04-29,unmatched_outside_coverage,1,35062.0,0,UNMATCHED-INTERLINKPARITY-20180429,,,
NIKOLAS XL,NIKOLASXL,2018-04-29,unmatched_outside_coverage,1,5251.0,0,UNMATCHED-NIKOLASXL-20180429,,,
SEASTAR TRADITION,SEASTARTRADITION,2018-04-29,unmatched_outside_coverage,2,23200.0,0,UNMATCHED-SEASTARTRADITION-20180429,,,
CIELO DI VALPARAISO,CIELODIVALPARAISO,2018-04-30,unmatched_outside_coverage,1,37784.0,0,UNMATCHED-CIELODIVALPARAISO-20180430,,,
ISHIZUCHI STAR,ISHIZUCHISTAR,2018-04-30,unmatched_outside_coverage,1,23100.0,0,UNMATCHED-ISHIZUCHISTAR-20180430,,,
NIKOLAS XL,NIKOLASXL,2018-04-30,unmatched_outside_coverage,3,56131.0,0,UNMATCHED-NIKOLASXL-20180430,,,
ORIENT TRIBUNE,ORIENTTRIBUNE,2018-04-30,unmatched_outside_coverage,1,32394.0,0,UNMATCHED-ORIENTTRIBUNE-20180430,,,
AM LIBERIA,AMLIBERIA,2018-05-01,unmatched_outside_coverage,2,83607.0,0,UNMATCHED-AMLIBERIA-20180501,,,
SBI PISCES,SBIPISCES,2018-05-01,unmatched_outside_coverage,2,45858.0,0,UNMATCHED-SBIPISCES-20180501,,,
SREDNA GORA,SREDNAGORA,2018-05-01,unmatched_outside_coverage,1,31822.0,0,UNMATCHED-SREDNAGORA-20180501,,,
KIRAN ADRIATIC,KIRANADRIATIC,2018-05-02,unmatched_outside_coverage,1,33000.0,0,UNMATCHED-KIRANADRIATIC-20180502,,,
LAMBI,LAMBI,2018-05-02,unmatched_outside_coverage,1,14420.0,0,UNMATCHED-LAMBI-20180502,,,
STAHLA,STAHLA,2018-05-02,unmatched_outside_coverage,1,65862.0,0,UNMATCHED-STAHLA-20180502,,,
STAR NORITA,STARNORITA,2018-05-02,unmatched_outside_coverage,1,34354.0,0,UNMATCHED-STARNORITA-20180502,,,
UBC BALBOA,UBCBALBOA,2018-05-02,unmatched_outside_coverage,2,21220.0,0,UNMATCHED-UBCBALBOA-20180502,,,
VSC CASTOR,VSCCASTOR,2018-05-02,unmatched_outside_coverage,1,10118.0,0,UNMATCHED-VSCCASTOR-20180502,,,
IKAN KERAPU,IKANKERAPU,2018-05-03,unmatched_outside_coverage,1,67207.0,0,UNMATCHED-IKANKERAPU-20180503,,,
INTERLINK TENACITY,INTERLINKTENACITY,2018-05-03,unmatched_outside_coverage,2,27176.0,0,UNMATCHED-INTERLINKTENACITY-20180503,,,
TIGER HENAN,TIGERHENAN,2018-05-03,unmatched_outside_coverage,1,3506.0,0,UNMATCHED-TIGERHENAN-20180503,,,
VSC CASTOR,VSCCASTOR,2018-05-03,unmatched_outside_coverage,1,27120.0,0,UNMATCHED-VSCCASTOR-20180503,,,
WARRIOR,WARRIOR,2018-05-03,unmatched_outside_coverage,1,26357.0,0,UNMATCHED-WARRIOR-20180503,,,
ERASMOS,ERASMOS,2018-05-04,unmatched_outside_coverage,1,46649.0,0,UNMATCHED-ERASMOS-20180504,,,
KASZUBY,KASZUBY,2018-05-04,unmatched_outside_coverage,2,25619.0,0,UNMATCHED-KASZUBY-20180504,,,
TIGER HENAN,TIGERHENAN,2018-05-04,unmatched_outside_coverage,1,42031.0,0,UNMATCHED-TIGERHENAN-20180504,,,
TRANS FRIENDSHIP II,TRANSFRIENDSHIPII,2018-05-04,unmatched_outside_coverage,2,20991.0,0,UNMATCHED-TRANSFRIENDSHIPII-20180504,,,
CMB MAE,CMBMAE,2018-05-05,unmatched_outside_coverage,1,32515.0,0,UNMATCHED-CMBMAE-20180505,,,
GLOBAL PRIME,GLOBALPRIME,2018-05-05,unmatched_outside_coverage,1,6000.0,0,UNMATCHED-GLOBALPRIME-20180505,,,
LIBERTY,LIBERTY,2018-05-05,unmatched_outside_coverage,1,49835.0,0,UNMATCHED-LIBERTY-20180505,,,
PAC ADARA,PACADARA,2018-05-05,unmatched_outside_coverage,1,25256.0,0,UNMATCHED-PACADARA-20180505,,,
CLIPPER SELO,CLIPPERSELO,2018-05-06,unmatched_outside_coverage,2,30376.0,0,UNMATCHED-CLIPPERSELO-20180506,,,
GLOBAL PRIME,GLOBALPRIME,2018-05-06,unmatched_outside_coverage,2,42297.0,0,UNMATCHED-GLOBALPRIME-20180506,,,
UBC SYDNEY,UBCSYDNEY,2018-05-06,unmatched_outside_coverage,1,4510.0,0,UNMATCHED-UBCSYDNEY-20180506,,,
KYDONIA,KYDONIA,2018-05-07,unmatched_outside_coverage,1,75158.0,0,UNMATCHED-KYDONIA-20180507,,,
MY FAIR LADY,MYFAIRLADY,2018-05-07,unmatched_outside_coverage,2,33416.0,0,UNMATCHED-MYFAIRLADY-20180507,,,
STRATEGIC TENACITY,STRATEGICTENACITY,2018-05-07,unmatched_outside_coverage,1,16284.0,0,UNMATCHED-STRATEGICTENACITY-20180507,,,
SUNISA NAREE,SUNISANAREE,2018-05-07,unmatched_outside_coverage,1,57397.0,0,UNMATCHED-SUNISANAREE-20180507,,,
TAI SHINE,TAISHINE,2018-05-07,unmatched_outside_coverage,1,58676.0,0,UNMATCHED-TAISHINE-20180507,,,
TIGER NORTH,TIGERNORTH,2018-05-07,unmatched_outside_coverage,1,6994.0,0,UNMATCHED-TIGERNORTH-20180507,,,
UBC SYDNEY,UBCSYDNEY,2018-05-07,unmatched_outside_coverage,1,6910.0,0,UNMATCHED-UBCSYDNEY-20180507,,,
AGIOS NIKOLAS,AGIOSNIKOLAS,2018-05-08,unmatched_outside_coverage,1,53796.0,0,UNMATCHED-AGIOSNIKOLAS-20180508,,,
FLORIANA,FLORIANA,2018-05-08,unmatched_outside_coverage,1,27144.0,0,UNMATCHED-FLORIANA-20180508,,,
INGRID OLDENDORFF,INGRIDOLDENDORFF,2018-05-08,unmatched_outside_coverage,1,54999.0,0,UNMATCHED-INGRIDOLDENDORFF-20180508,,,
MARDINIK,MARDINIK,2018-05-08,unmatched_outside_coverage,1,14858.0,0,UNMATCHED-MARDINIK-20180508,,,
SEA BREEZE,SEABREEZE,2018-05-08,unmatched_outside_coverage,1,32581.0,0,UNMATCHED-SEABREEZE-20180508,,,
STRATEGIC TENACITY,STRATEGICTENACITY,2018-05-08,unmatched_outside_coverage,2,19484.0,0,UNMATCHED-STRATEGICTENACITY-20180508,,,
TIGER NORTH,TIGERNORTH,2018-05-08,unmatched_outside_coverage,1,43759.0,0,UNMATCHED-TIGERNORTH-20180508,,,
ANDREAS K,ANDREASK,2018-05-09,unmatched_outside_coverage,1,76993.0,0,UNMATCHED-ANDREASK-20180509,,,
EN MAY,ENMAY,2018-05-09,unmatched_outside_coverage,1,71498.0,0,UNMATCHED-ENMAY-20180509,,,
OMICRON SKY,OMICRONSKY,2018-05-09,unmatched_outside_coverage,2,48736.0,0,UNMATCHED-OMICRONSKY-20180509,,,
SIRIUS,SIRIUS,2018-05-09,unmatched_outside_coverage,1,32669.0,0,UNMATCHED-SIRIUS-20180509,,,
UBC SAGUNTO,UBCSAGUNTO,2018-05-09,unmatched_outside_coverage,2,21407.0,0,UNMATCHED-UBCSAGUNTO-20180509,,,
AMAPOLA,AMAPOLA,2018-05-10,unmatched_outside_coverage,2,32183.0,0,UNMATCHED-AMAPOLA-20180510,,,
KING COFFEE,KINGCOFFEE,2018-05-10,unmatched_outside_coverage,1,31191.0,0,UNMATCHED-KINGCOFFEE-20180510,,,
LISSA TOPIC,LISSATOPIC,2018-05-10,unmatched_outside_coverage,3,49001.0,0,UNMATCHED-LISSATOPIC-20180510,,,
TOMINI ABILITY,TOMINIABILITY,2018-05-10,unmatched_outside_coverage,1,11256.0,0,UNMATCHED-TOMINIABILITY-20180510,,,
TS CHALLENGE,TSCHALLENGE,2018-05-10,unmatched_outside_coverage,1,21709.0,0,UNMATCHED-TSCHALLENGE-20180510,,,
UGLJAN,UGLJAN,2018-05-10,unmatched_outside_coverage,1,24743.0,0,UNMATCHED-UGLJAN-20180510,,,
VIRTUOUS STRIKER,VIRTUOUSSTRIKER,2018-05-10,unmatched_outside_coverage,1,54799.0,0,UNMATCHED-VIRTUOUSSTRIKER-20180510,,,
FOUR BUTTERFLY,FOURBUTTERFLY,2018-05-11,unmatched_outside_coverage,1,32720.0,0,UNMATCHED-FOURBUTTERFLY-20180511,,,
IMABARI LOGGER,IMABARILOGGER,2018-05-11,unmatched_outside_coverage,1,6109.0,0,UNMATCHED-IMABARILOGGER-20180511,,,
TOMINI ABILITY,TOMINIABILITY,2018-05-11,unmatched_outside_coverage,1,33550.0,0,UNMATCHED-TOMINIABILITY-20180511,,,
TRUSTN TRADER II,TRUSTNTRADERII,2018-05-11,unmatched_outside_coverage,1,22000.0,0,UNMATCHED-TRUSTNTRADERII-20180511,,,
CI YUN SHAN,CIYUNSHAN,2018-05-12,unmatched_outside_coverage,1,52747.0,0,UNMATCHED-CIYUNSHAN-20180512,,,
IMABARI LOGGER,IMABARILOGGER,2018-05-12,unmatched_outside_coverage,1,11000.0,0,UNMATCHED-IMABARILOGGER-20180512,,,
ISABELA ISLAND,ISABELAISLAND,2018-05-12,unmatched_outside_coverage,2,32454.0,0,UNMATCHED-ISABELAISLAND-20180512,,,
NORDIC DALIAN,NORDICDALIAN,2018-05-12,unmatched_outside_coverage,2,23965.0,0,UNMATCHED-NORDICDALIAN-20180512,,,
TRUSTN TRADER II,TRUSTNTRADERII,2018-05-12,unmatched_outside_coverage,1,28854.0,0,UNMATCHED-TRUSTNTRADERII-20180512,,,
GENTLE SEAS,GENTLESEAS,2018-05-13,unmatched_outside_coverage,1,58236.0,0,UNMATCHED-GENTLESEAS-20180513,,,
SBI PHOENIX,SBIPHOENIX,2018-05-13,unmatched_outside_coverage,2,46907.0,0,UNMATCHED-SBIPHOENIX-20180513,,,
WUCHANG,WUCHANG,2018-05-13,unmatched_outside_coverage,1,8592.0,0,UNMATCHED-WUCHANG-20180513,,,
INCA QUEEN,INCAQUEEN,2018-05-14,unmatched_outside_coverage,1,47481.0,0,UNMATCHED-INCAQUEEN-20180514,,,
INTERLINK VERACITY,INTERLINKVERACITY,2018-05-14,unmatched_outside_coverage,1,33280.0,0,UNMATCHED-INTERLINKVERACITY-20180514,,,
MEDI BRISBANE,MEDIBRISBANE,2018-05-14,unmatched_outside_coverage,1,54999.0,0,UNMATCHED-MEDIBRISBANE-20180514,,,
ORIENT TRIBUNE,ORIENTTRIBUNE,2018-05-14,unmatched_outside_coverage,1,7666.0,0,UNMATCHED-ORIENTTRIBUNE-20180514,,,
UBC TAMPA,UBCTAMPA,2018-05-14,unmatched_outside_coverage,1,32999.0,0,UNMATCHED-UBCTAMPA-20180514,,,
WUCHANG,WUCHANG,2018-05-14,unmatched_outside_coverage,1,14452.0,0,UNMATCHED-WUCHANG-20180514,,,
INGMAR OLDENDORFF,INGMAROLDENDORFF,2018-05-15,unmatched_outside_coverage,1,58399.0,0,UNMATCHED-INGMAROLDENDORFF-20180515,,,
SIDARI,SIDARI,2018-05-15,unmatched_outside_coverage,1,63704.0,0,UNMATCHED-SIDARI-20180515,,,
DRAFTSLAYER,DRAFTSLAYER,2018-05-16,unmatched_outside_coverage,1,60375.0,0,UNMATCHED-DRAFTSLAYER-20180516,,,
ESSEX STRAIT,ESSEXSTRAIT,2018-05-16,unmatched_outside_coverage,2,48381.0,0,UNMATCHED-ESSEXSTRAIT-20180516,,,
OCEANLADY,OCEANLADY,2018-05-16,unmatched_outside_coverage,2,47816.0,0,UNMATCHED-OCEANLADY-20180516,,,
ORION BAY,ORIONBAY,2018-05-16,unmatched_outside_coverage,2,17732.0,0,UNMATCHED-ORIONBAY-20180516,,,
PEACE GARDEN,PEACEGARDEN,2018-05-16,unmatched_outside_coverage,1,66050.0,0,UNMATCHED-PEACEGARDEN-20180516,,,
UBC TOKYO,UBCTOKYO,2018-05-16,unmatched_outside_coverage,1,16650.0,0,UNMATCHED-UBCTOKYO-20180516,,,
ATLANTIC MEXICO,ATLANTICMEXICO,2018-05-17,unmatched_outside_coverage,1,48638.0,0,UNMATCHED-ATLANTICMEXICO-20180517,,,
DALMATIA G,DALMATIAG,2018-05-17,unmatched_outside_coverage,1,5050.0,0,UNMATCHED-DALMATIAG-20180517,,,
PANORIA,PANORIA,2018-05-17,unmatched_outside_coverage,1,31528.0,0,UNMATCHED-PANORIA-20180517,,,
SAN,SAN,2018-05-17,unmatched_outside_coverage,4,15966.0,0,UNMATCHED-SAN-20180517,,,
SBI MAIA,SBIMAIA,2018-05-17,unmatched_outside_coverage,1,57751.0,0,UNMATCHED-SBIMAIA-20180517,,,
SUNLEAF GRACE,SUNLEAFGRACE,2018-05-17,unmatched_outside_coverage,1,6752.0,0,UNMATCHED-SUNLEAFGRACE-20180517,,,
DALMATIA G,DALMATIAG,2018-05-18,unmatched_outside_coverage,1,11000.0,0,UNMATCHED-DALMATIAG-20180518,,,
GRIKOS,GRIKOS,2018-05-18,unmatched_outside_coverage,1,29001.0,0,UNMATCHED-GRIKOS-20180518,,,
PANORIA,PANORIA,2018-05-18,unmatched_outside_coverage,1,17723.0,0,UNMATCHED-PANORIA-20180518,,,
SHAKESPEARE BAY,SHAKESPEAREBAY,2018-05-18,unmatched_outside_coverage,1,13719.0,0,UNMATCHED-SHAKESPEAREBAY-20180518,,,
SUNLEAF GRACE,SUNLEAFGRACE,2018-05-18,unmatched_outside_coverage,2,46902.0,0,UNMATCHED-SUNLEAFGRACE-20180518,,,
DALMATIA G,DALMATIAG,2018-05-19,unmatched_outside_coverage,1,32661.0,0,UNMATCHED-DALMATIAG-20180519,,,
SEAPEARL,SEAPEARL,2018-05-19,unmatched_outside_coverage,1,29001.0,0,UNMATCHED-SEAPEARL-20180519,,,
SHAKESPEARE BAY,SHAKESPEAREBAY,2018-05-19,unmatched_outside_coverage,1,4102.0,0,UNMATCHED-SHAKESPEAREBAY-20180519,,,
ULTRA PANTHER,ULTRAPANTHER,2018-05-19,unmatched_outside_coverage,3,58393.0,0,UNMATCHED-ULTRAPANTHER-20180519,,,
AMANDA C,AMANDAC,2018-05-20,unmatched_outside_coverage,2,22256.0,0,UNMATCHED-AMANDAC-20180520,,,
BALSA 93,BALSA93,2018-05-20,unmatched_outside_coverage,1,6947.0,0,UNMATCHED-BALSA93-20180520,,,
EPTALOFOS,EPTALOFOS,2018-05-20,unmatched_outside_coverage,1,71499.0,0,UNMATCHED-EPTALOFOS-20180520,,,
GLOBAL SUCCESS,GLOBALSUCCESS,2018-05-20,unmatched_outside_coverage,2,7031.0,0,UNMATCHED-GLOBALSUCCESS-20180520,,,
JIA LONG SHAN,JIALONGSHAN,2018-05-20,unmatched_outside_coverage,1,54250.0,0,UNMATCHED-JIALONGSHAN-20180520,,,
JOBST OLDENDORFF,JOBSTOLDENDORFF,2018-05-20,unmatched_outside_coverage,1,47675.0,0,UNMATCHED-JOBSTOLDENDORFF-20180520,,,
TERESA OETKER,TERESAOETKER,2018-05-20,unmatched_outside_coverage,1,54298.0,0,UNMATCHED-TERESAOETKER-20180520,,,
WESTERN EYDE,WESTERNEYDE,2018-05-20,unmatched_outside_coverage,1,49480.0,0,UNMATCHED-WESTERNEYDE-20180520,,,
CLIPPER BLISS,CLIPPERBLISS,2018-05-21,unmatched_outside_coverage,1,7334.0,0,UNMATCHED-CLIPPERBLISS-20180521,,,
FURNESS SOUTHERN CROSS,FURNESSSOUTHERNCROSS,2018-05-21,unmatched_outside_coverage,2,22243.0,0,UNMATCHED-FURNESSSOUTHERNCROSS-20180521,,,
GLOBAL SUCCESS,GLOBALSUCCESS,2018-05-21,unmatched_outside_coverage,2,43568.0,0,UNMATCHED-GLOBALSUCCESS-20180521,,,
GLORY AMSTERDAM,GLORYAMSTERDAM,2018-05-21,unmatched_outside_coverage,1,65389.0,0,UNMATCHED-GLORYAMSTERDAM-20180521,,,
GOLDEN ENDURER,GOLDENENDURER,2018-05-21,unmatched_outside_coverage,1,65806.0,0,UNMATCHED-GOLDENENDURER-20180521,,,
OCEAN IBIS,OCEANIBIS,2018-05-21,unmatched_outside_coverage,1,27690.0,0,UNMATCHED-OCEANIBIS-20180521,,,
ATLANTIC YUCATAN,ATLANTICYUCATAN,2018-05-22,unmatched_outside_coverage,1,49874.0,0,UNMATCHED-ATLANTICYUCATAN-20180522,,,
LINDSAYLOU,LINDSAYLOU,2018-05-22,unmatched_outside_coverage,1,43996.0,0,UNMATCHED-LINDSAYLOU-20180522,,,
THEMISTOCLES,THEMISTOCLES,2018-05-22,unmatched_outside_coverage,3,42519.0,0,UNMATCHED-THEMISTOCLES-20180522,,,
ATHINOULA,ATHINOULA,2018-05-23,unmatched_outside_coverage,1,69399.0,0,UNMATCHED-ATHINOULA-20180523,,,
BULK ECUADOR,BULKECUADOR,2018-05-23,unmatched_outside_coverage,1,25984.0,0,UNMATCHED-BULKECUADOR-20180523,,,
BULK PORTUGAL,BULKPORTUGAL,2018-05-23,unmatched_outside_coverage,1,20635.0,0,UNMATCHED-BULKPORTUGAL-20180523,,,
CLIPPER BLISS,CLIPPERBLISS,2018-05-23,unmatched_outside_coverage,1,25285.0,0,UNMATCHED-CLIPPERBLISS-20180523,,,
FLORIANA,FLORIANA,2018-05-23,unmatched_outside_coverage,2,25639.0,0,UNMATCHED-FLORIANA-20180523,,,
INDIGO RIVER,INDIGORIVER,2018-05-23,unmatched_outside_coverage,2,48816.0,0,UNMATCHED-INDIGORIVER-20180523,,,
NORD POTOMAC,NORDPOTOMAC,2018-05-23,unmatched_outside_coverage,1,36409.0,0,UNMATCHED-NORDPOTOMAC-20180523,,,
TSCHAIKOWSKY,TSCHAIKOWSKY,2018-05-23,unmatched_outside_coverage,2,23675.0,0,UNMATCHED-TSCHAIKOWSKY-20180523,,,
NORDIC INCHEON,NORDICINCHEON,2018-05-24,unmatched_outside_coverage,1,31836.0,0,UNMATCHED-NORDICINCHEON-20180524,,,
TSCHAIKOWSKY,TSCHAIKOWSKY,2018-05-24,unmatched_outside_coverage,1,25942.0,0,UNMATCHED-TSCHAIKOWSKY-20180524,,,
COREWISE OL,COREWISEOL,2018-05-25,unmatched_outside_coverage,1,31502.0,0,UNMATCHED-COREWISEOL-20180525,,,
DESERT SPRING,DESERTSPRING,2018-05-25,unmatched_outside_coverage,1,11383.0,0,UNMATCHED-DESERTSPRING-20180525,,,
IOANNA D,IOANNAD,2018-05-25,unmatched_outside_coverage,1,20297.0,0,UNMATCHED-IOANNAD-20180525,,,
MOUNT ADAMS,MOUNTADAMS,2018-05-25,unmatched_outside_coverage,1,2750.0,0,UNMATCHED-MOUNTADAMS-20180525,,,
TRANS FRIENDSHIP II,TRANSFRIENDSHIPII,2018-05-25,unmatched_outside_coverage,1,4450.0,0,UNMATCHED-TRANSFRIENDSHIPII-20180525,,,
UNION VOYAGER,UNIONVOYAGER,2018-05-25,unmatched_outside_coverage,1,65999.0,0,UNMATCHED-UNIONVOYAGER-20180525,,,
DESERT SPRING,DESERTSPRING,2018-05-26,unmatched_outside_coverage,2,38043.0,0,UNMATCHED-DESERTSPRING-20180526,,,
HARVEST FROST,HARVESTFROST,2018-05-26,unmatched_outside_coverage,1,85326.0,0,UNMATCHED-HARVESTFROST-20180526,,,
KASZUBY,KASZUBY,2018-05-26,unmatched_outside_coverage,1,5453.0,0,UNMATCHED-KASZUBY-20180526,,,
MOUNT ADAMS,MOUNTADAMS,2018-05-26,unmatched_outside_coverage,1,23099.0,0,UNMATCHED-MOUNTADAMS-20180526,,,
